text,segment,intent,speaker
"your order is: 2 medium pizzas. first pizza: pesto sauce, feta cheese, artichoke, bacon and mushrooms, with extra cheese. the second one: sausage mushrooms, bacon, jalapeños, pineapple, pepperoni, with extra parmesan, extra sauce and cheese.",pepperoni,pizza_ordering.preference.accept,ASSISTANT
"ok so you have, two large supreme pizzas with extra sauce and garlic butter crust, one triple pepperoni with extra cheese , one seafood pizza with alfredo and an extra large cajun potato wedges and three 2 liter bottles of sprite",alfredo,pizza_ordering.preference.accept,ASSISTANT
"so 3 small pizzas. 1 pepperoni and beef, the second with bacon and extra cheese, the third is bacon and chicken. all of them are thin crust.",pepperoni and,pizza_ordering.type.topping.accept,ASSISTANT
I am looking for a thin crust pizza,thin crust,pizza_ordering.type.crust.accept,USER
"So that's 3 large pizzas, pepperoni, hawaiian, and a meatlover's with olives all with extra cheese right?",pepperoni,pizza_ordering.name.pizza.accept,ASSISTANT
"Okay, so I have one large half-and-half pizza, with extra cheese, one side is pepperoni and salami, the other is ham and pineapple.",extra cheese,pizza_ordering.preference.accept,ASSISTANT
"so 4 large hawaiian pizzas with thick crust, is this correct?",large,pizza_ordering.size.pizza.accept,ASSISTANT
"Ok, I've ordered your medium thin crust pizza with regular sauce, extra parmesan, pepperoni, italian sausage, and canadian back with banana peppers. The order will be ready for pickup in approximately 25 minutes and your receipt will be sent to you e-mail.","italian sausage,",pizza_ordering.type.topping.accept,ASSISTANT
"Okay, I placed the order, one large pizza with broccoli, garlic, and pepperoni.",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
"ok, you are ordering 4 medium pizzas, 1 hawaiin hand tossed, 1 supreme hand tossed, 1 chicken alfredo deep dish, and one mushroom and pepperoni deep dish, is that correct?",medium,pizza_ordering.size.pizza.accept,ASSISTANT
"Ok so thin crust large onion, tomato and green olive pizza.",large,pizza_ordering.size.pizza.accept,ASSISTANT
ok what toppings do you want on the thin crust,thin crust,pizza_ordering.type.crust.accept,ASSISTANT
"so we have 2 large pizzas, 1 with spanich, ricotta cheese and red onion and 1 with meat lover is that correct.",red onion,pizza_ordering.type.topping.accept,ASSISTANT
"So that's 4 mediums with extra cheese, one pepperoni, one peperoni, sausage, and bacon, one is bbq chicken with mushrooms and onions, and the last one is bellpeppers ,onion, canadian bacon and mushrooms which totals out to $58.99.",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
What are the toppings for the Calabria,Calabria,pizza_ordering.name.pizza.accept,USER
"The one on Main, got it. Is this for pickup or delivery?",Main,pizza_ordering.location.store.accept,ASSISTANT
"perfect, its good to confirm with each other, your pizza are on order at the local Bella Luna pizzeria and will be ready for pickup in 30 min.",Bella Luna pizzeria,pizza_ordering.name.store.accept,ASSISTANT
"Ok, please give me a moment while I confirm the details of your order. I'm sorry, the restaurant is out of jalapenos.",jalapenos,pizza_ordering.type.topping.reject,ASSISTANT
"Sure. On pizza one you would like cheese and mushrooms, on 2 you would like plain cheese, and on 3 you would like veggies on wheat.",veggies,pizza_ordering.name.pizza.accept,ASSISTANT
"No problem. You would like a medium pizza with organic pork sausage, fresh basil, and klamata olives. You would also like a 2 liter Pepsi. Is that correct?",medium pizza,pizza_ordering.size.pizza.accept,ASSISTANT
OK. I have completed this order. It will be ready for pickup in about 25 minutes at the Highway 24 location.,Highway 24,pizza_ordering.location.store.accept,ASSISTANT
Alright. So a large with pepperoni and sausage right?,large,pizza_ordering.size.pizza.accept,ASSISTANT
"Awesome. So a large Cali Chicken Bacon Ranch, hand tossed with added olives and a large, thin crust Honolulu Hawaiian with extra bacon. Is that correct?",Honolulu Hawaiian,pizza_ordering.name.pizza.accept,ASSISTANT
"Yeah, good afternoon. Please I want you to assist me in ordering pizza from Bella Luna.",Bella Luna,pizza_ordering.name.store.accept,USER
"so you said you wanted 3 large pizzas, all with mushrooms, fresh garlic and pineapples and all with thin crust.",pineapples,pizza_ordering.type.topping.accept,ASSISTANT
I want to place an order from Regina Pizzeria on Faneuil Hall Marketplace.,on Faneuil Hall Marketplace,pizza_ordering.location.store.accept,USER
"ok, you are ordering 4 small pizzas, 1 cheese, 1 mushroom and onions, 1 ham and pineapple, 1 pepperoni and black olives, is that correct?",4 small,pizza_ordering.size.pizza.accept,ASSISTANT
Pizza Hut please.,Pizza Hut,pizza_ordering.name.pizza.accept,USER
bela luna's is located at 700 lincoln road.,700 lincoln road.,pizza_ordering.location.store.accept,ASSISTANT
"ok, i heard pepperoni and anchovies, is that right?",anchovies,pizza_ordering.type.topping.accept,ASSISTANT
"Ok, one large Paulie's, substitute extra ricotta, no peppers and a large family classic Italian salad.",extra ricotta,pizza_ordering.preference.accept,ASSISTANT
I would like to place an order for 3 pizzas at La Casa Pizzaria.,La Casa Pizzaria,pizza_ordering.name.store.accept,USER
Got it. 2 medium gluten free chicken bbq pizzas will cost $60.66 okay?,medium,pizza_ordering.size.pizza.accept,ASSISTANT
Okay well I think I just really want the pizza  and and one of your what were the dessert pizzas again,dessert pizza,pizza_ordering.name.pizza.accept,USER
"That place I used to go, Ah Dough Re Mi",Dough Re Mi,pizza_ordering.name.store.accept,USER
"Yeah yeah, I've got company tonight, so I want something quick. So, I'm going to order some pizza from Bella Luna.",Bella Luna,pizza_ordering.name.store.accept,USER
This is Pizza King on Macedonia Street.,Macedonia Street,pizza_ordering.location.store.accept,ASSISTANT
I'd like to order from Pizzeria Antiqua.,Pizzeria Antiqua,pizza_ordering.name.store.accept,USER
I'd like you to order me two pizzas from Napoli's please.,Napoli's,pizza_ordering.name.store.accept,USER
Hi. I need to place a pizza order for a place called Bella Luna.,Bella Luna,pizza_ordering.name.store.accept,USER
Okay I'm ordering at the local Pizza Hut on Vicotoria street is that okay?,Vicotoria street,pizza_ordering.location.store.accept,ASSISTANT
"Your order of a large pizza with with pepperoni, mushrooms, black olives, green peppers, and extra cheese will be ready in 25 minutes. A receipt will be sent to your mobile phone via a text message.",mushrooms,pizza_ordering.type.topping.accept,ASSISTANT
"Great, a large Brass Monkey with chicken sausage and feta it is.",large,pizza_ordering.size.pizza.accept,USER
Okay the total for the three small pizzas will be $52.88.,small,pizza_ordering.size.pizza.accept,ASSISTANT
Auggie's Pizzeria does not have Goat Cheese.,Goat Cheese,pizza_ordering.type.topping.reject,ASSISTANT
You can pick up you extra small olives and mushroom pizza on thin crust in 25 minutes,mushroom,pizza_ordering.type.topping.accept,ASSISTANT
"From Bella Luna Pizzeria, please.",Bella Luna Pizzeria,pizza_ordering.name.store.accept,USER
Great! Your pizza order is complete and will be ready for pickup in about 25 minutes.,Your pizza order is complete,pizza_ordering.pizza_order.accept,ASSISTANT
"Hey, do you have the number for the Pizza Hut down on 4th Street?",down on 4th Street,pizza_ordering.location.store.accept,USER
great! give me one moment while I send your order to Bella Luna.,Bella Luna,pizza_ordering.name.store.accept,ASSISTANT
"3 large BBQ chicken pizzas, with extra cheese.",BBQ chicken pizzas,pizza_ordering.name.pizza.accept,ASSISTANT
A traditional pizza with red sauce will be okay.,traditional pizza,pizza_ordering.name.pizza.accept,USER
"so 3 medium pizzas. a pepperoni, the second is with ham and pineapple and the third is chicken bbq. extra cheese on all 3. did i get that correctly?",extra cheese,pizza_ordering.preference.accept,ASSISTANT
Hi. I'd like to order two medium pizzas with gluten free crust.,gluten free crust.,pizza_ordering.type.crust.accept,USER
"Unfortunately, we do not have green peppers today at pizza hut. Is there any other topping you might want to replace it with?",pizza hut,pizza_ordering.name.store.accept,ASSISTANT
Spiga Pizza on Hwy. 51,Hwy. 51,pizza_ordering.location.store.accept,USER
Perfect. So one veggie pizza and one cheeseburger pizza. Both thin crust and both large?,cheeseburger pizza.,pizza_ordering.name.pizza.accept,ASSISTANT
"2 small pizzas, 1 with pepperoni, olives, green peppers and onions, and 1 meat lovers, both with gluten free crust.",small,pizza_ordering.size.pizza.accept,ASSISTANT
yes all three have extra cheese.,extra cheese,pizza_ordering.preference.accept,ASSISTANT
Thick crust,Thick crust,pizza_ordering.type.crust.accept,USER
"I'm sorry, but Giorgio's is out of pineapple tonight",pineapple,pizza_ordering.type.topping.reject,ASSISTANT
"One large pepperoni, pan crust, extra cheese. Anything else I can get for you?",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
"ok. the total for 2 medium thick crust pizzas, 1 cheese and 1 pepperoni.",thick crust pizzas,pizza_ordering.name.pizza.accept,ASSISTANT
"ok, please note that bella luna charges for extra cheese, is that ok?",bella luna,pizza_ordering.name.store.accept,ASSISTANT
"4 medium pizzas with thin crust, 1 with pepperoni, sausage, cheese, and jalapenos. 1 with onions, green peppers, sun dried tomatoes, and extra cheese. 1 with canadian bacon, bacon, italian sausage, anchovies, and extra cheese. 1 with anchovies, extra cheese, sun dried tomatoes, bell peppers, and jalapenos.",anchovies,pizza_ordering.type.topping.accept,ASSISTANT
"A small pizza with sausauge, olives and mushrooms at Papa John’s in Aspen Hill, MD has been successfully placed. It will be ready for pick-up at 8pm. You should be getting the confirmation on your phone.",olives,pizza_ordering.type.topping.accept,ASSISTANT
"ok, you have ordered 3 small pizzas with extra cheese, one meat lovers, one veggie lovers and one pepperoni pizza, is that correct?",veggie lovers,pizza_ordering.name.pizza.accept,ASSISTANT
Then ask for a margarita with extra pepperoni,extra,pizza_ordering.preference.accept,USER
"Pepparoni, Canadian bacon, ham and sausage",Canadian bacon,pizza_ordering.type.topping.accept,USER
I also want a large thin cheese,cheese,pizza_ordering.name.pizza.accept,USER
I'd like 2 large pizzas. 1 with pepperoni & bacon and the other with ham & pineapple. I also like to order some wings.,pineapple,pizza_ordering.type.topping.accept,USER
Your order has been placed for a large meat pizza on thin crust.,meat,pizza_ordering.preference.accept,ASSISTANT
"Okay, so that's a large two topping pizza with pepperoni and green peppers and a two liter coke?",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
Bella Luna pizza.,Bella Luna pizza,pizza_ordering.name.store.accept,USER
"Alright so you ordered 3 extra large pepperoni pizzas, 3 extra large cheese pizzas, 3 orders of barbecue flavored wings, 1 order of buffalo flavored wings, 2 Pepsis and 2 Sprites. Is that correct?",pepperoni pizzas,pizza_ordering.name.pizza.accept,ASSISTANT
My favorite Pizza Hut.,Pizza Hut.,pizza_ordering.name.store.accept,USER
"so to confirm, personal pizza with pepperoni and fried ham?",fried ham,pizza_ordering.type.topping.accept,ASSISTANT
Hi. I was looking to order two large pizzas from Bella Luna.,Bella Luna,pizza_ordering.name.store.accept,USER
OK. One whole wheat pie half chicken and broccoli half pepperoni.,pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
Just one. All pizzas at CPK are the same size that comes in 6 pieces. What's the order?,CPK,pizza_ordering.name.store.accept,ASSISTANT
"Okay. You want a large stuffed crust pizza with ham, mushrooms, green peppers and onions. Correct?",onions,pizza_ordering.type.topping.accept,ASSISTANT
"I have two pizza's for $16 with pepperoni and three cheese with our stuffed crust, two 2 liters of pepsi and a dessert pizza.",stuffed crust,pizza_ordering.type.crust.accept,ASSISTANT
Actually yeah I'll take some extra cheese.,extra cheese,pizza_ordering.preference.accept,USER
"So that's 3 medium pizzas, one veggie lovers, one extra cheese and one ham for 68 93, anything else?",extra cheese,pizza_ordering.name.pizza.accept,ASSISTANT
your pizza order of mushroom and sausage small personal pan pizza is complete and the pizzas will be ready for pickup in about 25 minutes. your receipt will be sent to your mobile device via text message.,mushroom,pizza_ordering.type.topping.accept,ASSISTANT
"Danny, Can you call and order a pizza from Sal's Pizza in La Verne?",Sal's Pizza,pizza_ordering.name.store.accept,USER
"ok, bella luna's has a special 4 cheese pizza, would you like that?",bella luna's,pizza_ordering.name.store.accept,ASSISTANT
After I stop by the store and put some pineapple on it.,pineapple,pizza_ordering.type.topping.reject,USER
"Yes, can I do green peppers?",green peppers,pizza_ordering.type.topping.accept,USER
All larger and I need all of them with gluten free crust.,gluten free crust,pizza_ordering.type.crust.accept,USER
"Yes. So to confirm, you want one large pepperoni and sausage pizza?",pepperoni and sausage pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"Hello, I want to order a large pizza.",large,pizza_ordering.size.pizza.accept,USER
"Okay, so that's a large two topping pizza with pepperoni and green peppers and a two liter coke from papa johns?",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
Can you get it from OTTO? The place next door.,OTTO,pizza_ordering.name.store.accept,USER
